,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
36675,20001207X02915,Accident,SEA95LA039,1995-01-21,"LA GRANDE, OR",United States,Non-Fatal,Substantial,Other,N36PB,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,IMC,1.0
36689,20001207X02842,Accident,CHI95LA075,1995-01-24,"NEW HUDSON, MI",United States,Non-Fatal,Substantial,Other,N618K,Beechcraft,C45H,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
36694,20001207X02913,Accident,SEA95FA043,1995-01-26,"BUTTE, MT",United States,Fatal(1),Substantial,Other,N250RP,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,1.0
36703,20001207X02845,Accident,CHI95LA078,1995-01-28,"BELLEVILLE, MI",United States,Non-Fatal,Substantial,Other,N706CK,Boeing,747-238B,No,4.0,Turbo Jet,Positioning,0.0,0.0,0.0,4.0,VMC,4.0
36730,20001207X02931,Accident,CHI95FA082,1995-02-05,"VALPARAISO, IN",United States,Fatal(1),Destroyed,Other,N157JW,Cessna,310L,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
36743,20001207X02937,Accident,CHI95LA085,1995-02-07,"BENTON HARBOR, MI",United States,Non-Fatal,Substantial,Other,N2092P,Piper,PA-23,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,3.0
36747,20001207X03035,Accident,SEA95FA048,1995-02-09,"TREMONTON, UT",United States,Fatal(2),Destroyed,Other,N57NW,Piper,PA-601P,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
36757,20001207X02922,Accident,ATL95FA050,1995-02-11,"GATLINBURG, TN",United States,Fatal(1),Destroyed,Other,N6749S,Beechcraft,B60,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
36759,20001207X03018,Accident,MIA95LA076,1995-02-11,"MIAMI, FL",United States,Non-Fatal,Substantial,Other,N8778Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,2.0,VMC,3.0
36763,20001207X02954,Accident,FTW95FA114,1995-02-12,"GUTHRIE, OK",United States,Fatal(2),Destroyed,Other,N69TM,Rockwell,690A,No,2.0,Turbo Prop,Personal,2.0,0.0,0.0,0.0,VMC,2.0
36766,20001207X02948,Accident,DCA95MA019,1995-02-13,"TUSAYAN, AZ",United States,Fatal(8),Destroyed,Other,N27245,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,8.0,2.0,0.0,0.0,VMC,10.0
36767,20001207X03043,Accident,SEA95LA051,1995-02-13,"MARBLEMOUNT, WA",United States,Non-Fatal,Substantial,Other,N1099T,Sikorsky,S-58JT,No,2.0,Turbo Shaft,Other Work Use,0.0,1.0,0.0,0.0,VMC,1.0
36771,20001207X02965,Accident,FTW95LA115,1995-02-14,"MCGREGOR, TX",United States,Non-Fatal,Destroyed,Other,N4643G,Cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,3.0,1.0,IMC,4.0
36772,20001207X02941,Accident,CHI95LA089,1995-02-14,"GRAND ISLAND, NE",United States,Non-Fatal,Substantial,Other,N4092C,Cessna,T310R,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,IMC,4.0
36775,20001207X02938,Accident,CHI95LA086,1995-02-15,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,Other,N62711,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,2.0
36777,20001207X03016,Accident,MIA95LA074,1995-02-15,"WAUCHULA, FL",United States,Non-Fatal,Substantial,Other,N63HB,Cessna,525,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
36779,20001207X02949,Accident,DCA95MA020,1995-02-16,"KANSAS CITY, MO",United States,Fatal(3),Destroyed,Other,N782AL,McDonnell Douglas,DC-8-63,No,4.0,Turbo Jet,Ferry,3.0,0.0,0.0,0.0,VMC,3.0
36782,20001207X03008,Accident,LAX95WA165,1995-02-17,"LAURIETON, Australia",Australia,Fatal(2),Destroyed,Other,N9124S,Beechcraft,BE-55,No,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,4.0
36800,20001207X03030,Accident,NYC95LA059,1995-02-20,"MILLBROOK, NY",United States,Non-Fatal,Substantial,Other,N8226D,Beechcraft,95,No,2.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,4.0
36806,20001207X02973,Accident,FTW95LA127,1995-02-21,"DENVER, CO",United States,Non-Fatal,Substantial,Other,N66JE,Israel Aircraft Industries,1124,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,UNK,2.0
36808,20001207X02968,Accident,FTW95LA119,1995-02-22,"SANTA ROSA, NM",United States,Non-Fatal,Substantial,Other,N100BL,Beechcraft,60,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
36816,20001207X02923,Accident,ATL95FA054,1995-02-24,"FRANKLIN, NC",United States,Fatal(2),Destroyed,Other,N7972Y,Piper,PA-30B,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
36840,20001207X02956,Accident,FTW95FA125,1995-02-28,"MIDWAY, AR",United States,Fatal(1),Destroyed,Other,N207Q,Beechcraft,95-B55B,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
36841,20001207X03113,Accident,FTW95LA128,1995-03-01,"MONTROSE, CO",United States,Non-Fatal,Destroyed,Other,N208DK,Beechcraft,58P,No,2.0,Reciprocating,Business,0.0,2.0,0.0,0.0,IMC,2.0
36846,20001207X03132,Accident,LAX95FA129,1995-03-03,"OCEANSIDE, CA",United States,Fatal(4),Destroyed,Other,N1260P,Piper,PA-23-150,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0
36848,20001207X03192,Accident,SEA95LA059,1995-03-03,"GILLETTE, WY",United States,Non-Fatal,Substantial,Other,N311BR,Israel Aircraft Industries,1124A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,1.0,9.0,VMC,10.0
36855,20001207X03176,Incident,NYC95IA065,1995-03-04,"HUNTINGTON, WV",United States,Incident,Minor,Other,N479AU,Fokker,F28-4000,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,21.0,VMC,21.0
36864,20001207X03108,Accident,FTW95FA130,1995-03-05,"EL PRADO, NM",United States,Fatal(4),Destroyed,Other,N421BL,Cessna,421C,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0
36865,20001207X03088,Accident,CHI95LA094,1995-03-05,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,Other,N130UE,Beechcraft,1900,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,18.0,VMC,18.0
36867,20001207X03079,Accident,BFO95LA029,1995-03-06,"LONDON, OH",United States,Non-Fatal,Destroyed,Other,N2299M,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,1.0
36875,20001207X03115,Accident,FTW95LA133,1995-03-08,"PORTER, TX",United States,Non-Fatal,Substantial,Other,N2621S,Cessna,337C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
36900,20001207X03101,Accident,CHI95LA109,1995-03-14,"GRAND RAPIDS, MI",United States,Non-Fatal,Substantial,Other,N930DP,Beechcraft,58,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
36901,20001207X03119,Accident,FTW95LA138,1995-03-14,"SANTA FE, NM",United States,Non-Fatal,Substantial,Other,N5432M,Cessna,340,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
36913,20001207X03147,Accident,LAX95LA137,1995-03-16,"HONOLULU, HI",United States,Non-Fatal,Destroyed,Other,N37ST,De Havilland,DHC-6-200,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,3.0,VMC,3.0
36920,20001207X03156,Accident,MIA95FA087,1995-03-17,"VERO BEACH, FL",United States,Fatal(2),Destroyed,Other,N1842M,Cessna,337F,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
36921,20001207X03138,Incident,LAX95IA142,1995-03-17,"LOS ANGELES, CA",United States,Incident,Minor,Other,N1568W,Beechcraft,1900C,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,19.0,VMC,19.0
36925,20001207X03069,Accident,ATL95LA064,1995-03-17,"NASHVILLE, TN",United States,Non-Fatal,Substantial,Other,N1815X,Cessna,182,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
36929,20001207X03172,Accident,MIA95WA088,1995-03-18,"CAP HAITIEN, HAITI",Haiti,Non-Fatal,Substantial,Other,N137CA,Convair,440,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,31.0,VMC,32.0
36939,20001207X03083,Accident,BFO95LA035,1995-03-19,"MIDDLE RIVER, MD",United States,Non-Fatal,Substantial,Other,N79TH,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
36944,20001207X03072,Accident,ATL95LA068,1995-03-20,"LINDEN, TN",United States,Non-Fatal,Substantial,Other,N163GA,Piper,PA-60,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1.0
36953,20001207X03168,Accident,MIA95LA112,1995-03-22,"BOYNTON BEACH, FL",United States,Non-Fatal,Substantial,Other,N4546L,Piper,PA-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
36964,20001207X03134,Accident,LAX95FA144,1995-03-25,"KAHULUI, MAUI, HI",United States,Fatal(1),Destroyed,Other,N7705Q,Cessna,310Q,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
36965,20001207X03186,Accident,NYC95LA078,1995-03-25,"COVINGTON, KY",United States,Non-Fatal,Substantial,Other,N34010,Beechcraft,1900C,No,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,19.0,VMC,20.0
37008,20001207X03282,Accident,FTW95LA154,1995-04-02,"SPRINGDALE, AR",United States,Non-Fatal,Substantial,Other,N512E,Beechcraft,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
37017,20001207X03280,Incident,FTW95IA156,1995-04-03,"DFW AIRPORT, TX",United States,Incident,Minor,Other,XASIJ,Boeing,727-276,No,3.0,Turbo Jet,Unknown,0.0,0.0,2.0,158.0,VMC,160.0
37034,20001207X03252,Incident,CHI95IA119,1995-04-07,"CHICAGO, IL",United States,Incident,Minor,Other,N9090U,Boeing,737-222,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,116.0,VMC,116.0
37037,20001207X03357,Accident,MIA95WA103,1995-04-07,"SANTO DOMINGO, DOMINICAN REPUBLIC",Dominican Republic,Non-Fatal,Substantial,Other,N41953,Hawker Siddeley,HS125,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,6.0,VMC,6.0
37046,20001207X03213,Accident,ATL95FA078,1995-04-08,"COVINGTON, TN",United States,Fatal(2),Destroyed,Other,N6390C,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
37067,20001207X03225,Accident,ATL95LA082,1995-04-11,"SAVANNAH, GA",United States,Non-Fatal,Substantial,Other,N38E,Cessna,337G,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
37069,20001207X03365,Accident,NYC95LA087,1995-04-12,"DANBURY, CT",United States,Fatal(1),Destroyed,Other,N602PC,Piper,PA-60-602P,No,2.0,Reciprocating,Personal,1.0,3.0,0.0,0.0,IMC,4.0
37072,20001207X03248,Accident,CHI95FA124,1995-04-12,"GREAT BEND, ND",United States,Fatal(1),Destroyed,Other,N7057J,Beechcraft,65-B80,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,1.0
37078,20001207X03295,Accident,FTW95LA170,1995-04-13,"DENVER, CO",United States,Non-Fatal,Substantial,Other,EICEU,Boeing,737-400,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,147.0,VMC,147.0
37081,20001207X03335,Accident,MIA95FA107,1995-04-14,"DAYTONA BEACH, FL",United States,Fatal(2),Destroyed,Other,N577M,Beechcraft,55-E55,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
37100,20001207X03377,Incident,SEA95IA082,1995-04-16,"PASCO, WA",United States,Incident,Minor,Other,N385PH,Fairchild,SA-227,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
37108,20001207X03374,Accident,NYC95WA090,1995-04-17,"PORTIMAO, Portugal",Portugal,Fatal(1),Destroyed,Other,N6CY,Cessna,T337G,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNK,1.0
37109,20001207X03358,Accident,MIA95WA110,1995-04-17,"FREEPORT, Bahamas",Bahamas,Non-Fatal,Destroyed,Other,N961Q,Beechcraft,B95A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
37110,20001207X03209,Accident,ANC95LA046,1995-04-17,"KIVALINA, AK",United States,Non-Fatal,Substantial,Other,N898AL,McDonnell Douglas,C54GDC,No,4.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
37111,20001207X03331,Accident,LAX95WA168,1995-04-18,"POHNPEI, Marshall Islands",Marshall Islands,Fatal(1),Destroyed,Other,N2NB,Cessna,402B,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,UNK,1.0
37118,20001207X03250,Accident,CHI95FA128,1995-04-19,"COFFEYVILLE, KS",United States,Fatal(3),Destroyed,Other,N4KP,Cessna,T337G,No,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,3.0
37128,20001207X03276,Accident,FTW95FA177,1995-04-21,"CHEYENNE, WY",United States,Fatal(1),Destroyed,Other,N711PS,Beechcraft,60,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
37145,20001207X03338,Accident,MIA95FA117,1995-04-23,"PLANT CITY, FL",United States,Non-Fatal,Substantial,Other,N6855Z,Beechcraft,95-B55,No,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0
37148,20001207X03359,Accident,MIA95WA118,1995-04-24,"SAN SALVADOR, El Salvador",El Salvador,Non-Fatal,Destroyed,Other,N120ES,Cessna,501,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
37161,20001207X03360,Accident,MIA95WA120,1995-04-26,"WALKERS CAY, Bahamas",Bahamas,Non-Fatal,Destroyed,Airplane,N7RC,Cessna,550,Yes,2.0,Turbo Fan,Personal,0.0,0.0,5.0,1.0,VMC,6.0
37174,20001207X03304,Accident,FTW95LA183,1995-04-28,"DALLAS, TX",United States,Non-Fatal,Substantial,Other,N300JM,Cessna,340A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
37178,20001207X03351,Accident,MIA95LA123,1995-04-29,"LEAKESVILLE, MS",United States,Non-Fatal,Substantial,Other,N9902R,Beechcraft,B95,No,2.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2.0
37190,20001207X03422,Incident,CHI95IA142,1995-05-01,"CHICAGO, IL",United States,Incident,Minor,Other,N1811U,McDonnell Douglas,DC10-10,No,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,192.0,VMC,192.0
37196,20001207X03527,Accident,NYC95LA098,1995-05-02,"COLUMBUS, OH",United States,Non-Fatal,Substantial,Other,N4575S,Beechcraft,58,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,2.0
37199,20001207X03477,Accident,FTW95RA188,1995-05-03,"QUIT0, Ecuador",Ecuador,Fatal(7),Destroyed,Other,N409MA,Grumman,G-1159,No,2.0,Turbo Fan,Business,7.0,0.0,0.0,0.0,VMC,7.0
37207,20001207X03407,Accident,ATL95LA094,1995-05-05,"DAYTON, TN",United States,Non-Fatal,Destroyed,Other,N4300Y,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2.0
37214,20001207X03480,Accident,FTW95WA227,1995-05-06,"SOTO CANO, HONDURAS",Honduras,Non-Fatal,Substantial,Airplane,N26496,Cessna,550,No,2.0,Turbo Fan,Public Aircraft,0.0,0.0,0.0,3.0,VMC,3.0
37227,20001207X03394,Accident,ANC95LA050,1995-05-08,"DILLINGHAM, AK",United States,Non-Fatal,Substantial,Other,N3588Z,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
37230,20001207X03521,Accident,NYC95FA105,1995-05-09,"OLNEY, IL",United States,Fatal(2),Destroyed,Other,N81TS,Beechcraft,BE60,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,2.0
37243,20001207X03564,Accident,SEA95LA099,1995-05-12,"SEQUIM, WA",United States,Non-Fatal,Substantial,Other,N6912L,Cessna,310K,No,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,3.0
37248,20001207X03525,Incident,NYC95IA106,1995-05-13,"LOUISVILLE, KY",United States,Incident,Minor,Other,N707UP,McDonnell Douglas,DC-8-71,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
37250,20001207X03533,Accident,NYC95LA108,1995-05-13,"ARARAT, PA",United States,Non-Fatal,Substantial,Other,CFSLE,Cessna,310J,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
37263,20001207X03551,Accident,NYC95WA109,1995-05-15,"BAYROUTH, GERMANY",Germany,Non-Fatal,Substantial,Other,N6840T,Cessna,441,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,UNK,8.0
37265,20001207X03555,Accident,SEA95FA101,1995-05-16,"CHEYENNE, WY",United States,Fatal(1),Destroyed,Other,N2883D,Piper,PA-34-200T,No,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,IMC,1.0
37290,20001207X03466,Accident,FTW95LA212,1995-05-19,"OWASSO, OK",United States,Non-Fatal,Substantial,Other,N3245P,Piper,PA-23-160,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
37304,20001207X03547,Accident,NYC95LA125,1995-05-21,ATLANTIC OCEAN,ATLANTIC OCEAN,Fatal(1),Destroyed,Other,N69786,Cessna,310Q,No,2.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,IMC,1.0
37305,20001207X03493,Accident,LAX95LA190,1995-05-21,"SAIPAN, Northern Mariana Islands",Northern Mariana Islands,Fatal(3),Destroyed,Other,N108CA,Stol,UC-1,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0
37322,20001207X03470,Accident,FTW95LA216,1995-05-23,"ROGERS, AR",United States,Non-Fatal,Substantial,Other,N450MC,Gates Learjet,35A,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,7.0,VMC,7.0
37323,20001207X03439,Accident,CHI95LA234,1995-05-23,"MICHIGAN CITY, IN",United States,Non-Fatal,Substantial,Other,N6092Y,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
37325,20001207X03512,Accident,MIA95LA135,1995-05-24,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,Other,N489DA,Boeing,727-232,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,136.0,VMC,136.0
37330,20001207X03522,Accident,NYC95FA123,1995-05-25,"WISE, VA",United States,Fatal(2),Destroyed,Other,N9672Y,Beechcraft,95-A55,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
37336,20001207X03472,Accident,FTW95LA219,1995-05-25,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Other,N212AM,Hispano Aviacion,HB-200,No,2.0,Turbo Jet,Personal,0.0,0.0,1.0,1.0,IMC,2.0
37346,20001207X03437,Accident,CHI95LA164,1995-05-27,"LEMMON, SD",United States,Non-Fatal,Substantial,Other,N2385S,Cessna,337B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
37353,20001207X03412,Accident,ATL95LA100,1995-05-28,"TUSKEEGEE, AL",United States,Non-Fatal,Substantial,Other,N401W,Beechcraft,95-A55,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
37371,20001207X03502,Accident,LAX95LA200,1995-05-31,"LOST HILLS, CA",United States,Non-Fatal,Substantial,Other,N5871D,Eurocopter,AS-355F1,No,2.0,Turbo Shaft,Positioning,0.0,0.0,0.0,3.0,VMC,3.0
37374,20001207X03803,Accident,SEA95FA111,1995-06-01,"NORTH BEND, OR",United States,Fatal(3),Destroyed,Other,N6877S,Aero Commander,680,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0
37375,20001207X03764,Accident,MIA95FA141,1995-06-01,"OPA-LOCKA, FL",United States,Fatal(2),Destroyed,Other,N5832Y,Piper,PA-23-250,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,2.0
37389,20001207X03655,Accident,CHI95LA170,1995-06-03,"ST PAUL, MN",United States,Non-Fatal,Substantial,Other,N326US,Airbus,A-320-211,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,115.0,VMC,115.0
37410,20001207X03592,Accident,ANC95LA084,1995-06-05,"MCGRATH, AK",United States,Non-Fatal,Substantial,Other,N906SJ,Lockheed Martin,L-382E,No,4.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
37418,20001207X03673,Accident,CHI95LA193,1995-06-06,"RAPID CITY, SD",United States,Non-Fatal,Substantial,Other,N55362,Piper,PA-34-200,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
37427,20001207X03623,Accident,ATL95MA106,1995-06-08,"ATLANTA, GA",United States,Non-Fatal,Substantial,Other,N908VJ,McDonnell Douglas,DC-9-32,No,2.0,Turbo Jet,Unknown,0.0,1.0,6.0,55.0,VMC,62.0
37434,20001207X03772,Accident,MIA95LA148,1995-06-09,"SARASOTA, FL",United States,Non-Fatal,Substantial,Other,N949BW,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
37453,20001207X03582,Accident,ANC95LA071,1995-06-10,"DILLINGHAM, AK",United States,Non-Fatal,Substantial,Other,N139F,Grumman,G-44,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
37468,20001207X03587,Accident,ANC95LA077,1995-06-12,"TUNTUTULIAK, AK",United States,Non-Fatal,Substantial,Other,N710WS,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,4.0
37471,20001207X03645,Accident,CHI95FA182,1995-06-13,"WEST CHICAGO, IL",United States,Fatal(2),Destroyed,Other,N121H,Grumman,G-21E,No,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
37479,20001207X03625,Accident,BFO95FA064,1995-06-14,"CEDAR BLUFF, VA",United States,Fatal(3),Destroyed,Other,N922DC,Piper,PA-31P-350,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,3.0
37519,20001207X03792,Accident,MIA95WA171,1995-06-19,"FREEPORT, BAHAMAS",Bahamas,Non-Fatal,Substantial,Other,N5759,"Willingham, Dave L.",KOLB TWINSTAR,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
37536,20001207X03648,Incident,CHI95IA189,1995-06-21,"DES MOINES, IA",United States,Incident,Minor,Other,N274SM,Bell,222UT,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,3.0,VMC,3.0
37538,20001207X03751,Accident,LAX95LA220,1995-06-21,"HENDERSON, NV",United States,Non-Fatal,Substantial,Other,N5302A,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
37545,20001207X03775,Accident,MIA95LA153,1995-06-22,"OPA-LOCKA, FL",United States,Non-Fatal,Substantial,Other,N530JB,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
37550,20001207X03767,Accident,MIA95FA155,1995-06-23,"MIAMI, FL",United States,Non-Fatal,Destroyed,Other,N7884J,Cessna,402A,No,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,1.0
37551,20001207X03766,Accident,MIA95FA154,1995-06-23,"ORLANDO, FL",United States,Fatal(2),Destroyed,Other,N4403Q,Beechcraft,58,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,2.0
37566,20001207X03758,Accident,LAX95LA230,1995-06-24,"AVALON, CA",United States,Non-Fatal,Substantial,Other,N56484,Piper,PA-34-200,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
37570,20001207X03679,Accident,CHI95LA199,1995-06-24,"CRAWFORDSVILLE, IN",United States,Non-Fatal,Substantial,Other,N3298X,Cessna,310L,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
37577,20001207X03575,Accident,ANC95FA086,1995-06-25,"VALDEZ, AK",United States,Fatal(4),Destroyed,Other,N62851,Piper,PA-31,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0
37587,20001207X03721,Accident,FTW95LA264,1995-06-26,"ALAMOSA, CO",United States,Non-Fatal,Substantial,Other,N36998,Cessna,404,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
37608,20001207X03783,Accident,MIA95LA166,1995-06-28,"ORLANDO, FL",United States,Non-Fatal,Substantial,Other,N25AT,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
37617,20001207X03734,Incident,LAX95IA229,1995-06-29,"ELKO, NV",United States,Incident,Minor,Other,N457TM,Boeing,737-200,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,84.0,VMC,84.0
37627,20001207X03791,Accident,MIA95WA169,1995-06-30,"NASSAU, BAHAMAS",Bahamas,Non-Fatal,Substantial,Other,N70RF,Aero Commander,681,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,4.0
37635,20001207X04044,Accident,NYC95LA139,1995-07-01,"BRANT, NY",United States,Non-Fatal,Substantial,Other,N72168,Cessna,337G,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
37639,20001207X03987,Accident,LAX95LA232,1995-07-01,"VAN NUYS, CA",United States,Non-Fatal,Substantial,Other,N444RJ,Cessna,401A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
37662,20001207X03986,Incident,LAX95IA246,1995-07-04,"LAS VEGAS, NV",United States,Incident,Minor,Other,N712RC,Boeing,727-257,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,53.0,VMC,53.0
37666,20001207X04024,Accident,MIA95LA170,1995-07-04,"WINSTONVILLE, MS",United States,Non-Fatal,Substantial,Other,N6323Y,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
37672,20001207X03935,Incident,FTW95IA271,1995-07-05,"TEMPLE, TX",United States,Incident,Minor,Other,N112AE,Saab,SF340A,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
